นิวยอร์ก,new-yɔ̂ɔk
หยาบกร้าน,yàap-krâan
หยาบคาย,yàap-khaay
ยาพิษ,yaa-phít
หยาบช้า,yàap-cháa
ยาปฏิชีวนะ,yaa-pà-tì-chii-wá-ná
หญ้าปากคอก,yâa-pàak-khɔ̂ɔk
หยาบ,yàap
ยานพาหนะ,yaan-phaa-hà-ná
ยานอนหลับ,yaa-nɔɔn-làp
หย่านม,yàa-nom
ญาณวิทยา,yaan-na-wít-tha-yaa
ญาณศาสตร์,yaan-na-sàat
ยานเกราะ,yaan-krɔ̀
ยานคาง,yaan-khaaŋ
อย่างยุติธรรม,yàaŋ-yút-tì-tham
อย่างย่อ,yàaŋ-yɔ̂ɔ
อย่างยิ่งยวด,yàaŋ-yîŋ-yûat
อย่างยิ่ง,yàaŋ-yîŋ
อย่างใหญ่หลวง,yàaŋ-yày-lǔaŋ
อย่างหวุดหวิด,yàaŋ-wùt-wìt
อย่างตรงไปตรงมา,yàaŋ-troŋ-pay-troŋ-maa
อย่างต่อเนื่อง,yàaŋ-tɔ̀ɔ-nʉ̂aŋ
อย่างตกใจ,yàaŋ-tòk-cay
ย่างตีน,yâaŋ-tiin
อย่างถูกต้อง,yàaŋ-thùuk-tɔ̂ŋ
อย่างถ่องแท้,yàaŋ-thɔ̀ŋ-thɛ́ɛ
อย่างแท้จริง,yàaŋ-thɛ́ɛ-ciŋ
อย่างถาวร,yàaŋ-thǎa-wɔɔn
อย่างเต็มที่,yàaŋ-tem-thîi
อย่างเต็มกำลัง,yàaŋ-tem-kam-laŋ
ยางแตก,yaaŋ-tɛ̀ɛk
อย่างตั้งใจ,yàaŋ-tâŋ-cay
อย่างสูง,yàaŋ-sǔuŋ
อย่างสุดความสามารถ,yàaŋ-sùt-khwaam-sǎa-mâat
อย่างสวยงาม,yàaŋ-sǔay-ŋaam
อย่างสนใจ,yàaŋ-sǒn-cay
อย่างสนุกสนาน,yàaŋ-sa-nùk-sa-nǎan
อย่างสนุก,yàaŋ-sa-nùk
อย่างสนิทสนม,yàaŋ-sa-nìt-sa-nǒm
อย่างสงบ,yàaŋ-sa-ŋòp
อย่างสม่ำเสมอ,yàaŋ-sa-màm-sa-mə̌ə
อย่างสบายใจ,yàaŋ-sa-baay-cay
อย่างรุนแรง,yàaŋ-run-rɛɛŋ
อย่างรวดเร็ว,yàaŋ-rûat-rew
อย่างรวบรัด,yàaŋ-rûap-rát
อย่างรีบด่วน,yàaŋ-rîip-dùan
อย่างเรียบร้อย,yàaŋ-rîap-rɔ́ɔy
อย่างเร็ว,yàaŋ-rew
อย่างเร่งรีบ,yàaŋ-rêŋ-rîip
อย่างแรงกล้า,yàaŋ-rɛɛŋ-klâa
อย่างแรง,yàaŋ-rɛɛŋ
อย่างไรเล่า,yàaŋ-ray-lâw
อย่างไรก็ตาม,yàaŋ-ray-kɔ̂ɔ-taam
อย่างไรก็ดี,yàaŋ-ray-kɔ̂ɔ-dii
อย่างไรบ้าง,yàaŋ-ray-bâaŋ
อย่างไร,yàaŋ-ray
อย่างระมัดระวัง,yàaŋ-rá-mát-rá-waŋ
อย่างร้ายแรง,yàaŋ-ráay-rɛɛŋ
อย่างราบรื่น,yàaŋ-râap-rʉ̂ʉn
อย่างประณีต,yàaŋ-prà-nîit
อย่างประหลาดใจ,yàaŋ-prà-làat-cay
อย่างปลอดภัย,yàaŋ-plɔ̀ɔt-phay
อย่างแปลกใจ,yàaŋ-plɛ̀ɛk-cay
อย่างพิถีพิถัน,yàaŋ-phí-thǐi-phí-thǎn
อย่างเพียงพอ,yàaŋ-phiaŋ-phɔɔ
ยางพารา,yaaŋ-phaa-raa
อย่างเป็นทางการ,yàaŋ-pen-thaaŋ-kaan
อย่างเป็นระบบ,yàaŋ-pen-rá-bòp
อย่างเป็นระเบียบ,yàaŋ-pen-rá-bìap
อย่างเป็นจริงเป็นจัง,yàaŋ-pen-ciŋ-pen-caŋ
อย่างเปิดเผย,yàaŋ-pə̀ət-phə̌əy
อย่างน้อย,yàaŋ-nɔ́ɔy
อย่างนี้,yàaŋ-níi
อย่างง่ายดาย,yàaŋ-ŋâay-daay
อย่างแน่นอน,yàaŋ-nɛ̂ɛ-nɔɔn
อย่างไหน,yàaŋ-nǎy
ยางใน,yaaŋ-nay
อย่างนั้น,yàaŋ-nán
อย่างหนัก,yàaŋ-nàk
อย่างเหมาะสม,yàaŋ-mɔ̀-sǒm
อย่างมิดชิด,yàaŋ-mít-chít
อย่างมีระบบ,yàaŋ-mii-rá-bòp
อย่างมีประสิทธิภาพ,yàaŋ-mii-prà-sìt-thí-phâap
อย่างแม่นยำ,yàaŋ-mɛ̂n-yam
ยางมะตอย,yaaŋ-má-tɔɔy
อย่างมั่นเหมาะ,yàaŋ-mân-mɔ̀
อย่างมั่นคง,yàaŋ-mân-khoŋ
อย่างมั่นใจ,yàaŋ-mân-cay
อย่างมหาศาล,yàaŋ-ma-hǎa-sǎan
อย่างมากมาย,yàaŋ-mâak-maay
อย่างมาก,yàaŋ-mâak
อย่างลึกซึ้ง,yàaŋ-lʉ́k-sʉ́ŋ
อย่างหลีกเลี่ยงไม่ได้,yàaŋ-lìik-lîaŋ-mây-dâay
อย่างลำบาก,yàaŋ-lam-bàak
อย่างละเอียด,yàaŋ-lá-ìat
อย่างกว้างขวาง,yàaŋ-kwâaŋ-khwǎaŋ
อย่างใกล้ชิด,yàaŋ-klây-chít
อย่างครบถ้วน,yàaŋ-khróp-thûan
อย่างเคร่งครัด,yàaŋ-khrêŋ-khrát
อย่างแข็งขัน,yàaŋ-khɛ̌ŋ-khǎn
อย่างเคย,yàaŋ-khəəy
อย่างกะทันหัน,yàaŋ-kà-than-hǎn
ย่างก้าว,yâaŋ-kâaw
อย่างดี,yàaŋ-dii
อย่างเดียวกัน,yàaŋ-diaw-kan
อย่างเด็ดขาด,yàaŋ-dèt-khàat
อย่างเดิม,yàaŋ-dəəm
อย่างใดอย่างหนึ่ง,yàaŋ-day-yàaŋ-nʉ̀ŋ
อย่างใด,yàaŋ-day
อย่างโจ่งแจ้ง,yàaŋ-còoŋ-cɛ̂ɛŋ
อย่างจริงใจ,yàaŋ-ciŋ-cay
อย่างจริงจัง,yàaŋ-ciŋ-caŋ
อย่างเช่น,yàaŋ-chên
อย่างชัดแจ้ง,yàaŋ-chát-cɛ̂ɛŋ
อย่างชัดเจน,yàaŋ-chát-ceen
อย่างจำกัด,yàaŋ-cam-kàt
อย่างเบามือ,yàaŋ-baw-mʉʉ
อย่างเอาเป็นเอาตาย,yàaŋ-aw-pen-aw-taay
อย่างเอาจริงเอาจัง,yàaŋ-aw-ciŋ-aw-caŋ
อย่างเอาใจใส่,yàaŋ-aw-cay-sày
อย่างสังเขป,yàa-ŋa-sǎŋ-khèep
ย่าง,yâaŋ
อย่าง,yàaŋ
ยาง,yaaŋ
ยานอวกาศ,yaan-a-wa-kàat
ยาน้ำ,yaa-nám
ย่าน,yâan
ยาน,yaan
ญาณ,yaan
ยามวิกาล,yaam-wí-kaan
ยาหม่อง,yaa-mɔ̀ŋ
หยามน้ำหน้า,yǎam-náam-nâa
หยามหน้า,yǎam-nâa
ยามค่ำคืน,yaam-khâm-khʉʉn
ยาเม็ด,yaa-mét
ยามเช้า,yaam-cháw
ย่ามใจ,yâam-cay
ยาม้า,yaa-máa
หยาม,yǎam
ย่าม,yâam
ยาม,yaam
ยาลูกกลอน,yaa-lûuk-klɔɔn
อย่าลืม,yàa-lʉʉm
ยากเย็น,yâak-yen
หยากไย่,yàak-yây
อยากรู้อยากเห็น,yàak-rúu-yàak-hěn
อยากรู้,yàak-rúu
ยากไร้,yâak-ráy
ยากระตุ้น,yaa-krà-tûn
ยากนาน,yâak-naan
ยากล่อมประสาท,yaa-klɔ̀m-prà-sàat
ยากลำบาก,yâak-lam-bàak
ยากลางบ้าน,yaa-klaaŋ-bâan
ยากเข็ญ,yâak-khěn
ยากแค้น,yâak-khɛ́ɛn
ยากิน,yaa-kin
ยาคุมกำเนิด,yaa-khum-kam-nə̀ət
ยาคุม,yaa-khum
ยาควบคุมพิเศษ,yaa-khûap-khum-phí-sèet
ยาขม,yaa-khǒm
ยาเขียว,yaa-khǐaw
ยาขยัน,yaa-kha-yǎn
ยาขัดรองเท้า,yaa-khàt-rɔɔŋ-tháaw
หย่าขาด,yàa-khàat
ยาฆ่าแมลง,yaa-khâa-ma-lɛɛŋ
ยาฆ่าเชื้อโรค,yaa-khâa-chʉ́a-rôok
ยาฆ่าเชื้อ,yaa-khâa-chʉ́a
ยาแก้เศร้า,yaa-kɛ̂ɛ-sâw
ยาแก้ปวด,yaa-kɛ̂ɛ-pùat
ยาแก้คัน,yaa-kɛ̂ɛ-khan
ยาแก้ไอ,yaa-kɛ̂ɛ-ay
อยากได้,yàak-dâay
ยากจน,yâak-con
ยากจะแก้ไข,yâak-cà-kɛ̂ɛ-khǎy
อยากจะ,yàak-cà
ยากันยุง,yaa-kan-yuŋ
ยากำจัดวัชพืช,yaa-kam-càt-wát-cha-phʉ̂ʉt
ยาก,yâak
อยาก,yàak
ยาแฝด,yaa-fɛ̀ɛt
ยาดม,yaa-dom
ยาดับกลิ่น,yaa-dàp-klìn
ยาจก,yaa-còk
ยาชูกำลัง,yaa-chuu-kam-laŋ
ยาฉีด,yaa-chìit
ยาใช้ภายนอก,yaa-cháy-phaay-nɔ̂ɔk
ยาบำรุง,yaa-bam-ruŋ
ยาบ้า,yaa-bâa
ยาเบื่อ,yaa-bʉ̀a
ยาอันตราย,yaa-an-ta-raay
ย่า,yâa
หญ้า,yâa
หย่า,yàa
อย่า,yàa
ยา,yaa
ย่ะ,yâ
เยื่อ,yʉ̂a
เหยื่อ,yʉ̀a
ยื้อ,yʉ́ʉ
หวือหวา,wʉ̌ʉ-wǎa
วู่วาม,wûu-waam
หวูด,wùut
วูบวาบ,wûup-wâap
วูบ,wûup
วู้,wúu
หวุดหวิด,wùt-wìt
วุฒิสภา,wút-thí-sa-phaa
วุฒิสมาชิก,wút-thí-sa-maa-chík
วุฒิภาวะ,wút-thí-phaa-wá
วุฒิบัตร,wút-thí-bàt
วุฒิ,wút-thí
วุฒ,wút
วุ่นอยู่กับ,wûn-yùu-kàp
วุ่นวายใจ,wûn-waay-cay
วุ่นวาย,wûn-waay
วุ้นเส้น,wún-sên
วุ่น,wûn
วุ้น,wún
วัวตัวผู้,wua-tua-phûu
วัวตัวเมีย,wua-tua-mia
วัวสันหลังหวะ,wua-sǎn-lǎŋ-wà
วัวนม,wua-nom
วัวเนื้อ,wua-nʉ́a
วัวควาย,wua-khwaay
วัว,wua
โวยวาย,wooy-waay
โว้ย,wóoy
โวย,wooy
โว้เว้,wóo-wée
วอดวาย,wɔ̂ɔt-waay
โหวตเสียง,wòot-sǐaŋ
วอด,wɔ̂ɔt
หวอด,wɔ̀ɔt
โหวด,wòot
โหวต,wòot
วอลเลย์บอล,wɔɔn-lêe-bɔɔn
วอนขอ,wɔɔn-khɔ̌ɔ
วอน,wɔɔn
โวลต์,wóon
วอกแวก,wɔ̂ɔk-wɛ̂ɛk
โหวกเหวก,wòok-wèek
วอก,wɔ̂ɔk
โวหาร,woo-hǎan
หวอ,wɔ̌ɔ
วอ,wɔɔ
โหว่,wòo
โว,woo
วนเวียน,won-wian
ลวนลาม,won-laam
วงเวียน,woŋ-wian
โหวงเหวง,wǒoŋ-wěeŋ
ว่องไว,wɔ̂ŋ-way
วงศ์วาน,woŋ-waan
วงศ์ตระกูล,woŋ-trà-kuun
ด้วงโสน,woŋ-sa-nǒo
วงสังคม,woŋ-sǎŋ-khom
วงศ์สกุล,woŋ-sa-kun
วงศาคณาญาติ,woŋ-sǎa-kha-naa-yâat
วงศา,woŋ-sǎa
วงราชการ,woŋ-râat-cha-kaan
วงประชุม,woŋ-prà-chum
วงพาด,woŋ-phâat
วงนอก,woŋ-nɔ̂ɔk
วงเงิน,woŋ-ŋəən
วงงาน,woŋ-ŋaan
วงใน,woŋ-nay
วงหน้า,woŋ-nâa
วงล้อม,woŋ-lɔ́ɔm
วงเล็บใหญ่,woŋ-lép-yày
วงเล็บปีกกา,woŋ-lép-pìik-kaa
วงเล็บ,woŋ-lép
วงกว้าง,woŋ-kwâaŋ
วงกบ,woŋ-kòp
วงกลม,woŋ-klom
วงโคจร,woŋ-khoo-cɔɔn
วงการทูต,woŋ-kaan-thûut
วงการทหาร,woŋ-kaan-tha-hǎan
วงการศิลปะ,woŋ-kaan-sǐn-lá-pà
วงการเศรษฐกิจ,woŋ-kaan-sèet-tha-kìt
วงการศาสนา,woŋ-kaan-sàat-sa-nǎa
วงการแพทย์,woŋ-kaan-phɛ̂ɛt
วงการพนัน,woŋ-kaan-pha-nan
วงการเมือง,woŋ-kaan-mʉaŋ
วงการกฎหมาย,woŋ-kaan-kòt-mǎay
วงการบิน,woŋ-kaan-bin
วงการ,woŋ-kaan
วงดุริยางค์,woŋ-dù-rí-yaaŋ
วงดนตรี,woŋ-don-trii
วงจรข่าย,woŋ-cɔɔn-khàay
วงจรไฟฟ้า,woŋ-cɔɔn-fay-fáa
วงจรชีวิต,woŋ-cɔɔn-chii-wít
วงจร,woŋ-cɔɔn
วงจำกัด,woŋ-cam-kàt
โหวง,wǒoŋ
วง,woŋ
วงศ์,woŋ
ว่อน,wɔ̂n
วน,won
วกวน,wók-won
วกเวียน,wók-wian
วกไปวนมา,wók-pay-won-maa
วกกลับ,wók-klàp
วก,wók
โหว,wǒo
วิโยค,wí-yôok
หวิวๆ,wǐw-wǐw
วิวิธ,wí-wít
วิเวกวังเวง,wí-wêek-waŋ-weeŋ
วิวัฒนาการ,wí-wát-tha-naa-kaan
วิวัฒน์,wí-wát
วิวาท,wí-wâat
วิวาหมงคล,wí-waa-ha-moŋ-khon
วิวาห์,wí-waa
หวิว,wǐw
วิว,wiw
วิทยุติดตามตัว,wít-tha-yú-tìt-taam-tua
วิทยุโทรทัศน์,wít-tha-yú-thoo-ra-thát
วิทยุโทรศัพท์,wít-tha-yú-thoo-ra-sàp
วิทยุโทรภาพ,wít-tha-yú-thoo-ra-phâap
วิทยุโทรเลข,wít-tha-yú-thoo-ra-lêek
วิทยุสื่อสาร,wít-tha-yú-sʉ̀ʉ-sǎan
วิทยุศึกษา,wít-tha-yú-sʉ̀k-sǎa
วิทยุกระจายเสียง,wít-thá-yú-krà-caay-sǐaŋ
วิทยุ,wít-tha-yú
วิทยฐานะ,wít-thá-yá-thǎa-ná
วิทยาธร,wít-tha-yaa-thɔɔn
วิทยาทาน,wít-tha-yaa-thaan
วิทยาศาสตร์ธรรมชาติ,wít-tha-yaa-sàat-tham-ma-châat
วิทยาศาสตร์ประยุกต์,wít-thá-yaa-sàat-prà-yùk
วิทยาศาตรมหาบัณฑิต,wít-tha-yaa-sàat-ma-hǎa-ban-dìt
วิทยาศาสตรมหาบัณฑิต,wít-tha-yaa-sàat-ma,hǎa-ban-dìt
วิทยาศาตรดุษฎีบัณฑิต,wít-tha-yaa-sàat-dùt-sa-dii-ban-dìt
วิทยาศาสตรดุษฎีบัณฑิต,wít-tha-yaa-sàat-dùt-sa-dii-ban-dìt
วิทยาศาตรบัณฑิต,wít-tha-yaa-sàat-ban-dìt
วิทยาศาสตรบัณฑิต,wít-tha-yaa-sàat-ban-dìt
วิทยาศาสตร์,wít-tha-yaa-sàat
วิทยาภูมิคุ้มกัน,wít-tha-yaa-phuum-khúm-kan
วิทยานิพนธ์,wít-tha-yaa-ní-phon
วิทยาลัยครู,wít-tha-yaa-lay-khruu
วิทยาลัย,wít-tha-yaa-lay
วิทยากร,wít-tha-yaa-kɔɔn
วิทยาคม,wít-tha-yaa-khom
วิทยาเขต,wít-tha-yaa-khèet
วิทยาคาร,wít-tha-yaa-khaan
วิทยาการผลิต,wít-tha-yaa-kaan-pha-lìt
วิทยา,wít-tha-yaa
วิทวัส,wít-tha-wát
วิตถาร,wít-ta-thǎan
วิศวกรโยธา,wít-sa-wa-kɔɔn-yoo-thaa
วิศวกรอุตสาหการ,wít-sa-wa-kɔɔn-ùt-sǎa-ha-kaan
วิศวกรเหมืองแร่,wít-sa-wa-kɔɔn-mʉ̌aŋ-rɛ̂ɛ
วิศวกรไฟฟ้า,wít-sa-wa-kɔɔn-fay-fáa
วิศวกรช่างกล,wít-sa-wa-kɔɔn-châŋ-kon
วิศวกร,wít-sa-wa-kɔɔn
วิศวกรรมโยธา,wít-sa-wa-kam-yoo-thaa
วิศวกรรมอุตสาหการ,wít-sa-wa-kam-ùt-sǎa-ha-kaan
วิศวกรรมศาสตรมหาบัณฑิต,wít-sa-wa-kam-ma-sǎat-ma-hǎa-ban-dìt
วิศวกรรมศาตรมหาบัณฑิต,wít-sa-wa-kam-ma-sàat-ma-hǎa-ban-dìt
วิศวกรรมศาตรดุษฎีบัณฑิต,wít-sa-wa-kam-ma-sàat-dùt-sa-dii-ban-dìt
วิศวกรรมศาตรบัณฑิต,wít-sa-wa-kam-ma-sàat-ban-dìt
วิศวกรรมศาสตรบัณฑิต,wít-sa-wa-kam-ma-sàat-ban-dìt
วิศวกรรมศาสตร์,wít-sa-wa-kam-ma-sàat
วิศวกรรมโลหการ,wít-sa-wa-kam-loo-ha-kaan
วิศวกรรมแหล่งน้ำ,wít-sa-wa-kam-lɛ̀ŋ-nám
วิศวกรรมเครื่องกล,wít-sa-wa-kam-khrʉ̂aŋ-kon
วิศวกรรมเคมี,wít-sa-wa-kam-khee-mii
วิศวกรรมไฟฟ้า,wít-sa-wa-kam-fay-fáa
วิศวกรรม,wít-sa-wa-kam
วิศรุต,wít-sa-rút
วิษณุเวท,wít-sa-nú-wêet
วิษณุโลก,wít-sa-nú-lôok
วิษณุกรรม,wít-sa-nú-kam
วิสกี้,wít-sa-kîi
วิตกกังวล,wí-tòk-kaŋ-won
วิตก,wí-tòk
วิดน้ำ,wít-nám
วิทูร,wí-thuun
วิฑูรย์,wí-thuun
วิธู,wí-thuu
วิทู,wí-thuu
วิทิต,wí-thít
วิธีวัด,wí-thii-wát
วิธีถ่ายทอด,wí-thii-thàay-thɔ̂ɔt
วิถีทาง,wí-thǐi-thaaŋ
วิถีกระสุน,wí-thǐi-krà-sǔn
วิธีการทางวิทยาศาสตร์,wí-thii-kaan-thaaŋ-wít-tha-yaa-sàat
วิธีการสื่อสาร,wí-thii-kaan-sʉ̀ʉ-sǎan
วิธีการ,wí-thii-kaan
วิถีแห่งชีวิต,wí-thǐi-hɛ̀ŋ-chii-wít
วิธีฝึก,wí-thii-fʉ̀k
วิธีใช้,wí-thii-cháy
วิถีชาวบ้าน,wí-thǐi-chaaw-bâan
วิถี,wí-thǐi
วิธี,wí-thii
วิเทศสัมพันธ์,wí-thêet-sǎm-phan
วิเทศ,wí-thêet
วิธาน,wí-thaan
วิชชุ,wít-chú
วิชชา,wít-chaa
วิตามิน,wí-taa-min
หวิด,wìt
วิธ,wít
วิสิฐ,wí-sìt
วิเศษ,wí-sèet
วิเศษณ์,wí-sèet
วิสัยทัศน์,wí-sǎy-thát
วิสัย,wí-sǎy
วิสัชนา,wí-sàt-cha-naa
วิสารท,wí-sàat
วิสาสะ,wí-sǎa-sà
วิศาล,wí-sǎan
วิสาล,wí-sǎan
วิสามัญ,wí-sǎa-man
วิสามานยนาม,wí-sǎa-maan-ya-naam
วิโรจ,wí-rôot
วิโรธ,wí-rôot
วิรงรอง,wí-roŋ-rɔɔŋ
วิริยภาพ,wí-rí-ya-phâap
วิริยะ,wí-rí-yá
วิรัช,wí-rát
วิบวับ,wíp-wáp
วิปโยค,wíp-pa-yôok
วิปริต,wíp-pa-rìt
วิปลาส,wíp-pa-lâat
วิภูษิต,wí-phuu-sìt
วิภูษณะ,wí-phuu-sà-nà
วิภูษา,wí-phuu-sǎa
วิภู,wí-phuu
วิภัตติ,wí-phát
วิภาษ,wí-phâat
วิภาส,wí-phaat
วิพากษ์วิจารณ์,wí-phâak-wí-caan
วิพากษ์,wí-phâak
วิภาค,wí-phaak
วิภา,wí-phaa
วิปัสสนา,wí-pàt-sa-naa
วิปักษ์,wí-pàk
วิญญูภาพ,win-yuu-phâap
วิญญู,win-yuu
วิญญาณ,win-yaan
วินิจฉัยโรค,wí-nít-chǎy-rôok
วินิจฉัย,wí-nít-chǎy
วินิจ,wí-nít
วินิต,wí-nít
วิ่งเหยาะๆ,wîŋ-yɔ̀-yɔ̀
วิงวอน,wiŋ-wɔɔn
วิงเวียน,wiŋ-wian
วิ่งว่าว,wîŋ-wâaw
วิ่งเต้น,wîŋ-tên
วิ่งสามขา,wîŋ-sǎam-khǎa
วิ่งรอก,wîŋ-rɔ̂ɔk
วิ่งระแบง,wîŋ-rá-bɛɛŋ
วิ่งราว,wîŋ-raaw
วิ่งเปี้ยว,wîŋ-pîaw
วิ่งผลัด,wîŋ-phlàt
วิ่งหนี,wîŋ-nǐi
วิ่งม้า,wîŋ-máa
วิ่งเล่น,wîŋ-lên
วิ่งไล่,wîŋ-lây
วิ่งกวด,wîŋ-kùat
วิ่งกระโดดข้ามรั้ว,wîŋ-krà-dòot-khâam-rûa
วิ่งแข่ง,wîŋ-khɛ̀ŋ
วิ่งข้ามรั้ว,wîŋ-khâam-rúa
วิ่ง,wîŋ
วิง,wiŋ
วินัยสงฆ์,wí-nay-sǒŋ
วินัย,wí-nay
วินาศกรรม,wí-nâat-sa-kam
วินาที,wí-naa-thii
วินาศ,wí-nâat
วิมุตติ,wí-mút-tì
วิมุต,wí-mút
วิมุข,wí-múk
วิโมกข์,wí-môok
วิมล,wí-mon
วิมัติ,wí-mát
วิมังสา,wí-maŋ-sǎa
วิมานในอากาศ,wí-maan-nay-aa-kàat
วิมาน,wí-maan
วิโลม,wí-loom
วิไลวรรณ,wí-lay-wan
วิไล,wí-lay
วิลาวัณย์,wí-laa-wan
วิลาส,wí-lâat
วิลาป,wí-lâap
วิฬาร์,wí-laa
วิกรม,wí-krom
วิกฤตการณ์,wí-krìt-ta-kaan
วิกฤติการณ์,wí-krìt-kaan
วิกฤต,wí-krìt
วิกฤติ,wí-krìt
วิกลจริต,wí-kòn-ca-rìt
